ConsignDetailID,ConsignID,InvoiceNo,description,articleNo,article,weight,chargeWeight,rateType,rate,freight,InvoiceValue,GRNDate,GRNNo
392035,290178,NULL,NULL,1,2609,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392036,290179,NULL,Casting,6,7,NULL,463,Fixed,NULL,NULL,NULL,NULL,NULL
392037,290180,NULL,Inner Star,2,37,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392038,290181,NULL,Machine,9,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392039,290181,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392040,290182,NULL,Alu Housing H-150,139,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392041,290182,NULL,Sr Cap Casting 2500wcb,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392049,290182,NULL,WOODEN PALLET,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392050,290182,NULL,Wooden Frams,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392051,290190,NULL,Castings,152,7,NULL,7913,Fixed,NULL,NULL,NULL,NULL,NULL
392052,290191,NULL,HIGH CARBON FERRO MANGANESE,10,2,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
392053,290192,NULL,HIGH CARBON FERRO MANGANESE,10,2,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
392054,290193,NULL,HIGH CARBON FERRO MANGANESE,10,2,NULL,600,Fixed,NULL,NULL,NULL,NULL,NULL
392055,290193,NULL,FERRO MOLYBDENUM,2,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392056,290194,NULL,FERRO MOLYBDENUM,1,1,NULL,50,Fixed,NULL,NULL,NULL,NULL,NULL
392057,290195,NULL,Pg 71 Body,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392058,290196,NULL,HIGH CARBON FERRO MANGANESE,50,2,NULL,2500,Fixed,NULL,NULL,NULL,NULL,NULL
392059,290197,NULL,FERRO SILICON STRONTIUM,10,2,NULL,500,Fixed,NULL,NULL,NULL,NULL,NULL
392060,290162,NULL,SHAFTS FITTING WITH SLEEV,10,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392061,290163,NULL,Shaft,9,144,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392062,290164,NULL,SHAFTS FITTING WITH SLEEV,7,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392063,290165,NULL,Shaft,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392064,290166,NULL,Slv,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392065,290167,NULL,Slv,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392066,290168,NULL,Shaft,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392067,290198,NULL,SLEEVE,40,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392068,290198,NULL,SLEEVE,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392069,290199,NULL,SLEEVE,42,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392070,290200,NULL,AFCOTE-100,3,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392071,290200,NULL,ALDEGAS 7,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392072,290201,NULL,SLEEVE,24,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392073,290202,NULL,ACMEDIP-755,1,10,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392074,290202,NULL,MP-20Z,1,10,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392075,290203,NULL,PAINT,103,25,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392076,290204,NULL,PAINT GREEN,5,25,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392077,290205,NULL,TOP BOTTOM CASTINGS,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392078,290205,NULL,IMPELLER,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392079,290206,NULL,Castings,2,7,NULL,5508,Fixed,NULL,NULL,NULL,NULL,NULL
392080,290186,NULL,FEEDEX HD VSK 97 L/34,13,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392081,290189,NULL,TENO TEC PRIME,10,25,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392082,290188,NULL,KALMIN 100 140X150,39,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392083,290187,NULL,KALMIN 100 140X150,39,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392084,290187,NULL,KALMIN 100 KSP 10/17 K,40,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392085,290185,NULL,FEEDEX HD VS 16 L,28,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392086,290184,NULL,RHEOTEC TAD (MAHABAL),166,11,NULL,6480,Fixed,NULL,NULL,NULL,NULL,NULL
392087,290184,NULL,INOCULIN 75 SR PLUS,20,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392088,290184,NULL,INOCULIN 250 (T),40,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392089,290183,NULL,INOCULIN 75 SR PLUS,80,2,NULL,2300,Fixed,NULL,NULL,NULL,NULL,NULL
392090,290183,NULL,CERAMOL 341,4,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392091,290183,NULL,MOLDCOTE 511 (HUL),10,25,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392092,290207,NULL,SHAFT,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392093,290208,NULL,SHAFT TUBE BOT,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392094,290208,NULL,SHAFT TUBE,1,8,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392095,290209,NULL,SHAFT WITH SLEEVE,16,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392096,290210,NULL,"NECK RING, TH BRG HSG",11,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392097,290211,NULL,"IMPELLER, CUTDOWN,",2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392098,290212,NULL,SHAFT,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392099,290213,NULL,BAL VALVE COVER,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392100,290214,NULL,SLEEVE,17,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392101,290215,NULL,MOTOR HOUSING,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392102,290215,NULL,FLANGED BEND,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392103,290216,NULL,"STUD BOLT, TIE BOLT",6,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392110,290223,NULL,NULL,1,208,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392111,290224,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392112,290225,NULL,Emply Can,0,14,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392113,290226,NULL,Alu Housing  H-40,0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392114,290226,NULL,Wooden Pallet,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392115,290226,NULL,Wooden Frams,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392116,290227,NULL,Casting,10,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392117,290228,NULL,Pattern,2,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392118,290229,NULL,Bearing Bracket,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392119,290230,NULL,Casting,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392120,290217,NULL,BASE PLATE,0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392121,290218,NULL,Box,0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392122,290219,NULL,STAY BAR,136,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392123,290231,NULL,Shaft S600,58,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392124,290220,NULL,Shaft,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392125,290231,NULL,NULL,1,208,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392126,290231,NULL,NULL,1,207,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392127,290221,NULL,Csating And Bar,9,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392128,290232,NULL,"Mtsr-190 Nos 4, Mtsr-240 Nos 25, Mtsr-270 Nos 14, Mtsr-210 Nos 20",12,494,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392129,290233,NULL,Casting,466,4,NULL,9000,Fixed,NULL,NULL,NULL,NULL,NULL
392130,290234,NULL,Impller,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392131,290235,NULL,BEARING COVER,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392133,290237,NULL,COVER 4994,1,1,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392134,290238,NULL,Moter / Impller /coup  Guard,3,37,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392135,290238,NULL,Top Bottom Casting,3,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392136,290238,NULL,Casting,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392137,290238,NULL,Impller,6,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392138,290239,NULL,SWITCH BOXES,26,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392139,290239,NULL,CONTROL PANNEL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392140,290240,NULL,FERRO SILICON (T),248,2,NULL,10000,Fixed,NULL,NULL,NULL,NULL,NULL
392141,290241,NULL,PASTING GUM POWDER,14,2,NULL,350,Kg,2.5,875,NULL,NULL,NULL
392142,290242,NULL,One Full Split Aluminium Pattern And Core Box,1,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392143,290243,NULL,CARBON CUP & TEMP TIPS,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392144,290244,NULL,CARBON CUP,5,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392145,290245,NULL,CARBON CUP & TEMP TIPS,13,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392146,290245,NULL,BATTERY CHARGER,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392147,290246,NULL,CARBON CUP,3,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392148,290247,NULL,CARBON CUP,5,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392149,290248,NULL,CARBON CUP & TEMP TIPS,20,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392150,290249,NULL,TEMP TIPS,5,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392151,290250,NULL,CARBON CUP & TEMP TIPS,22,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392152,290251,NULL,SLEEVE,15,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392153,290251,NULL,SLEEVE,8,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392154,290252,NULL,SLEEVE,9,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392155,290253,NULL,ACMEDIP-755,10,11,NULL,1520,Fixed,NULL,NULL,NULL,NULL,NULL
392156,290253,NULL,AFCOTE-12 (M),4,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392157,290253,NULL,ACMESPUN-SL,33,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392158,290253,NULL,ACMESPUN-SL,1,10,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392159,290254,NULL,Castings,6,7,NULL,24,Fixed,NULL,NULL,NULL,NULL,NULL
392160,290255,NULL,Castings,8,7,NULL,306,Fixed,NULL,NULL,NULL,NULL,NULL
392161,290256,NULL,Castings,27,7,NULL,1380,Fixed,NULL,NULL,NULL,NULL,NULL
392162,290257,NULL,SLEEVE,10,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392163,290258,NULL,NICKEL CATHODES,4,2,NULL,200,Fixed,NULL,NULL,NULL,NULL,NULL
392164,290259,NULL,Castings,2,7,NULL,347,Fixed,NULL,NULL,NULL,NULL,NULL
392165,290260,NULL,SLEEVE,5,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392166,290261,NULL,TEAKWOOD PATTERN,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392167,290262,NULL,Castings,1,7,NULL,804,Fixed,NULL,NULL,NULL,NULL,NULL
392168,290263,NULL,Banyan Waste,3,317,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392169,290263,NULL,Pvc Flexible House,4,109,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392170,290263,NULL,Dobesive Fevitite,0,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392171,290264,NULL,Castings,0,7,NULL,452,Fixed,NULL,NULL,NULL,NULL,NULL
392172,290265,NULL,Castings,10,7,NULL,5737,Fixed,NULL,NULL,NULL,NULL,NULL
392173,290266,NULL,TOP BOTTOM CASTINGS,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392174,290267,NULL,TERRAPAINT 212,2,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392175,290267,NULL,SEDEX,5,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392176,290268,NULL,TERRAPAINT 212,2,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392177,290269,NULL,SLAX 30,140,2,NULL,3500,Fixed,NULL,NULL,NULL,NULL,NULL
392178,290270,NULL,SLEEVE,27,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392179,290271,NULL,SLEEVE,40,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392180,290272,NULL,KALMIN 81 N300,60,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392181,290272,NULL,KALMIN 100 140X150,22,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392182,290273,NULL,TENO TEC PRIME,34,25,NULL,1020,Fixed,NULL,NULL,NULL,NULL,NULL
392183,290274,NULL,Kalmin 100 Ksp 9/17 K,0,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392184,290274,NULL,KALMIN 100 KSP 14/17 K,27,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392185,290274,NULL,Kalmin 100 Ksp 8/17 K,15,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392186,290274,NULL,Kalmin 100 Ksp 15/17,37,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392187,290274,NULL,KALMIN 100 140X150,38,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392188,290274,NULL,KALMIN 100 KSP 10/17 K,25,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392189,290275,NULL,Woodan Pallets,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392190,290275,NULL,Frame With Hinges,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392191,290276,NULL,Woodan Pallets,10,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392192,290276,NULL,Frame With Hinges,10,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392193,290277,NULL,END CAP CASTING SR- 2500,16,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392194,290277,NULL,END CAP CASTING SR- 4000,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392195,290277,NULL,Woodan Pallets,0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392196,290277,NULL,Frame With Hinges,0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392197,290278,NULL,RHEOTEC 341,30,11,NULL,1440,Fixed,NULL,NULL,NULL,NULL,NULL
392198,290278,NULL,CORSEAL445,26,2,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392199,290279,NULL,SEDEX,5,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392200,290280,NULL,CASTINGS,12,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392201,290281,NULL,COUP ND,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392202,290282,NULL,WATER DEFL,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392203,290283,NULL,SLEEVE,46,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392204,290284,NULL,SLEEVE,28,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392205,290284,NULL,PLUG GAUGE,1,28,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392206,290285,NULL,SHAFT WITH SLEEVE FITTED,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392207,290286,NULL,SLEEVE,16,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392208,290287,NULL,SHAFT,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392211,290289,NULL,Rheotec Insta Tad,396,1,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392212,290289,NULL,Rheotec Insta Tad Part B,100,12,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392214,290291,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392222,290236,NULL,SHAFT,8,7,NULL,250,Fixed,NULL,NULL,NULL,NULL,NULL
392223,290290,NULL,OIL SEAL GEAR COVER,5,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392225,290288,NULL,PATTERN,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392226,290299,NULL,Wheel  Set,4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392227,290299,NULL,NULL,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392228,290299,NULL,NULL,4,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392243,290292,NULL,SPACER SLEEVE,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392244,290293,NULL,BEARING BUSH,2,1,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392245,290294,NULL,SLAX 30,60,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392246,290294,NULL,FENOTEC 5010,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392247,290294,NULL,HARDNER H 720,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392248,290294,NULL,ISMOL 380,28,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392249,290314,NULL,CASTING,5,7,NULL,6420,Fixed,NULL,NULL,NULL,NULL,NULL
392250,290315,NULL,CASTING,2,7,NULL,168,Fixed,NULL,NULL,NULL,NULL,NULL
392251,290316,NULL,PLATE/ BUSH,8,7,NULL,217,Fixed,NULL,NULL,NULL,NULL,NULL
392252,290317,NULL,PANEL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392253,290295,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392254,290300,NULL,R. M. PIPES,22,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392255,290301,NULL,Casting And Bar,9,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392256,290302,NULL,W/box,1,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392257,290303,NULL,SHAFTS FITTING WITH SLEEV,51,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392258,290304,NULL,SHAFTS FITTING WITH SLEEV,8,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392259,290305,NULL,Slv,8,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392260,290306,NULL,Impeller,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392261,290307,NULL,Slv,14,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392262,290308,NULL,SHAFTS,8,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392263,290309,NULL,SHAFT,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392264,290310,NULL,SLV FITTING ON SHAFT,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392265,290318,NULL,THERMOCOUPLE TIP,20,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392266,290319,NULL,SLEEVE,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392267,290320,NULL,ALUMINIUM ALLOY INGOT,269,7,NULL,2332,Fixed,NULL,NULL,NULL,NULL,NULL
392268,290321,NULL,Acmeklin MP-1415,7,11,NULL,270,Fixed,NULL,NULL,NULL,NULL,NULL
392269,290321,NULL,Acmeklin MP-2500 IR,2,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392270,290322,NULL,ACMECOAT 300 RDT,15,11,NULL,600,Fixed,NULL,NULL,NULL,NULL,NULL
392271,290323,NULL,SLEEVE,50,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392272,290323,NULL,SLEEVE,21,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392273,290324,NULL,Acmedip-758,1,10,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392274,290325,NULL,FEEDHOT 707,28,2,NULL,1400,Fixed,NULL,NULL,NULL,NULL,NULL
392275,290325,NULL,SLEEVE,119,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392276,290326,NULL,SLEEVE,10,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392277,290327,NULL,BODY CAST IVTL DN 100,7,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392278,290328,NULL,"FUEL TANKS 150, 500, 990  LTR",4,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392279,290329,NULL,FORGINGS,155,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392280,290330,NULL,TOP BOTTOM CASTINGS,2,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392281,290331,NULL,SLEEVE,8,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392282,290332,NULL,RHEOTEC CAC (PLUS),8,11,NULL,200,Fixed,NULL,NULL,NULL,NULL,NULL
392283,290333,NULL,SEDEX,2,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392284,290334,NULL,RHEOTEC 471,33,11,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392285,290334,NULL,HOLCOTE 100,1,10,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392286,290335,NULL,FEEDEX HD VSK 97 L/34,10,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392287,290336,NULL,RHEOTEC CAC,60,11,NULL,1500,Fixed,NULL,NULL,NULL,NULL,NULL
392288,290337,NULL,SLEEVE,20,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392289,290337,NULL,HD SLEEVE,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392290,290337,NULL,KAGALITE-1,1,1,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392291,290338,NULL,SLEEVE,15,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392292,290339,NULL,SLEEVE,11,4,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392293,290340,NULL,Casting,2,7,NULL,1784,Fixed,NULL,NULL,NULL,NULL,NULL
392294,290341,NULL,CASTING,6,7,NULL,1458,Fixed,NULL,NULL,NULL,NULL,NULL
392295,290342,NULL,CASTING,4,7,NULL,205,Fixed,NULL,NULL,NULL,NULL,NULL
392296,290342,NULL,R .T. FILM,1,106,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392297,290343,NULL,CASTINGS,31,7,NULL,2107,Fixed,NULL,NULL,NULL,NULL,NULL
392298,290343,NULL,CASTING,18,116,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392299,290222,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392303,290344,NULL,Zetos K,2,37,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392304,290344,NULL,Round Bar,21,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392305,290296,NULL,CASTING,34,3,NULL,591,Fixed,NULL,NULL,NULL,NULL,NULL
392306,290345,NULL,NULL,40,72,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392307,290346,NULL,NULL,200,11,NULL,6000,Fixed,NULL,NULL,NULL,NULL,NULL
392308,290297,NULL,NULL,1,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392309,290347,NULL,Shaft Seal /neck Ring / Spacer Bush /spacer Sleeve,20,404,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392310,290298,NULL,PILER C5714-036,2,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392311,290348,NULL,CASTING,4,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392312,290349,NULL,Casting,39,7,NULL,350,Fixed,NULL,NULL,NULL,NULL,NULL
392313,290350,NULL,MEEHANITE CASTING,1,494,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392314,290351,NULL,CASING WEAR RING,39,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392315,290352,NULL,CASING WEAR RING,19,3,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392316,290353,NULL,Ivtl -b Wcb 200 Nb Body,5,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392317,290353,NULL,Ivgk  B -80 Sgi Body,15,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392318,290353,NULL,Ivgk -b 100 Sgi Body,3,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392319,290353,NULL,Ivgk 80 Ci Body,180,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392320,290353,NULL,Ivgk 125 Ci Body,50,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
392321,290353,NULL,Ivtl - B 80 Wcb Body,0,7,NULL,NULL,Fixed,NULL,NULL,NULL,NULL,NULL
