RouteBillID,billNo,date,branch,customer,totalFreight,ExtraFC,ExtraOverload,ExtraStation,TollTax,Commission,localFreight,Detention,Closed,remark,DueDate,EmployeeID,LastEdited,Type,BillType,RTO,FreightPart,Discount,ServiceTax,total,grandTotal,cgst,cgstPercent,sgst,sgstPercent
17077,394,2023-10-05 17:15:00.000,1,5640,345,0,0,0,0,0,0,0,0,,2023-10-20 17:15:00.000,5,NULL,1,1,0,0,0,0,345,0,0,0,0,0
17078,395,2023-10-05 17:15:37.000,1,8867,1154,0,0,0,0,0,0,0,0,,2023-10-20 17:15:37.000,5,NULL,1,1,0,0,0,0,1154,0,0,0,0,0
17079,396,2023-10-05 17:24:36.000,1,1245,31453,0,0,0,0,0,0,0,0,,2023-10-20 17:24:36.000,5,NULL,1,1,0,0,0,0,31453,0,0,0,0,0
17080,397,2023-10-05 17:31:47.000,1,23862,24240,0,0,0,0,0,0,0,0,,2023-10-20 17:31:47.000,5,NULL,1,1,0,0,0,0,24240,0,0,0,0,0
17081,398,2023-10-05 17:33:42.000,1,1183,4041,0,0,0,0,0,0,0,0,,2023-10-20 17:33:42.000,5,NULL,1,1,0,0,0,0,4041,0,0,0,0,0
17082,399,2023-10-05 17:34:35.000,1,2820,2946,0,0,0,0,0,0,0,0,,2023-10-20 17:34:35.000,5,NULL,1,1,0,0,0,0,2946,0,0,0,0,0
17083,400,2023-10-05 17:35:44.000,1,115,1970,0,0,0,0,0,0,0,0,,2023-10-20 17:35:44.000,5,NULL,1,1,0,0,0,0,1970,0,0,0,0,0
17084,401,2023-10-05 17:36:45.000,1,41885,780,0,0,0,0,0,0,0,0,,2023-10-20 17:36:45.000,5,NULL,1,1,0,0,0,0,780,0,0,0,0,0
17085,402,2023-10-05 17:37:33.000,1,34124,1890,0,0,0,0,0,0,0,0,,2023-10-20 17:37:33.000,5,NULL,1,1,0,0,0,0,1890,0,0,0,0,0
17086,403,2023-10-05 17:38:23.000,1,6730,4370,0,0,0,0,0,0,0,0,,2023-10-20 17:38:23.000,5,NULL,1,1,0,0,0,0,4370,0,0,0,0,0
17087,404,2023-10-05 17:39:48.000,1,50476,7500,0,0,0,0,0,0,0,0,,2023-10-20 17:39:48.000,5,NULL,1,1,0,0,0,0,7500,0,0,0,0,0
17088,405,2023-10-05 17:40:52.000,1,49795,21,0,0,0,0,0,0,0,0,,2023-10-20 17:40:52.000,5,NULL,1,1,0,0,0,0,21,0,0,0,0,0
17089,406,2023-10-05 16:48:06.000,1,1394,49860,0,0,0,0,0,0,0,0,,2023-10-20 16:48:06.000,5,NULL,1,1,0,0,0,0,49860,0,0,0,0,0
17090,407,2023-10-05 16:31:26.000,1,1187,40812,0,0,0,0,0,0,0,0,,2023-10-20 16:31:26.000,5,NULL,1,1,0,0,0,0,40812,0,0,0,0,0
17091,408,2023-10-05 17:54:41.000,1,1279,10230,0,0,0,0,0,0,0,0,,2023-10-20 17:54:41.000,5,NULL,1,1,0,0,0,0,10230,0,0,0,0,0
17092,409,2023-10-05 17:55:36.000,1,5245,13786,0,0,0,0,0,0,0,0,,2023-10-20 17:55:36.000,5,NULL,1,1,0,0,0,0,13786,0,0,0,0,0
17093,410,2023-10-05 17:57:09.000,1,113,39155,0,0,0,0,0,0,0,0,,2023-10-20 17:57:09.000,5,NULL,1,1,0,0,0,0,39155,0,0,0,0,0
17094,411,2023-10-05 17:59:48.000,1,15186,34120,0,0,0,0,0,0,0,0,,2023-10-20 17:59:48.000,5,NULL,1,1,0,0,0,0,34120,0,0,0,0,0
17095,412,2023-10-05 18:01:57.000,1,1218,4450,0,0,0,0,0,0,0,0,,2023-10-20 18:01:57.000,5,NULL,1,1,0,0,0,0,4450,0,0,0,0,0
17096,413,2023-10-05 18:04:55.000,1,1241,104498,0,0,0,0,0,0,0,0,,2023-10-20 18:04:55.000,5,NULL,1,1,0,0,0,0,104498,0,0,0,0,0
17097,152,2023-10-06 16:28:40.000,3,2877,26569,0,0,0,0,0,0,0,0,,2023-10-21 16:28:40.000,8,NULL,1,1,0,0,0,0,26569,0,0,0,0,0
17098,153,2023-10-06 18:15:44.000,3,8020,16867,0,0,0,0,0,0,0,0,,2023-10-21 18:15:44.000,8,NULL,1,1,0,0,0,0,16867,0,0,0,0,0
17099,154,2023-10-07 13:59:31.000,3,8030,92962,0,0,0,0,0,0,0,0,,2023-10-22 13:59:31.000,8,NULL,1,1,0,0,0,0,92962,0,0,0,0,0
17100,414,2023-10-07 17:41:39.000,1,111,147227,0,0,0,0,0,0,0,0,,2023-10-22 17:41:39.000,5,NULL,1,1,0,0,0,0,147227,0,0,0,0,0
17101,415,2023-10-06 21:20:09.000,1,1309,80756,0,0,0,0,0,0,0,0,,2023-10-26 21:20:09.000,5,NULL,1,1,0,0,0,0,80756,0,0,0,0,0
17102,416,2023-10-05 21:23:35.000,1,2699,210,0,0,0,0,0,0,0,0,,2023-10-26 21:23:35.000,5,NULL,1,1,0,0,0,0,210,0,0,0,0,0
17103,417,2023-10-05 17:37:29.000,1,42637,15490,0,0,0,0,0,0,0,0,,2023-10-29 17:37:29.000,5,NULL,1,1,0,0,0,0,15490,0,0,0,0,0
17104,418,2023-10-17 15:58:23.000,1,1241,92637,0,0,0,0,0,0,0,0,,2023-11-01 15:58:23.000,5,NULL,1,1,0,0,0,0,92637,0,0,0,0,0
17105,419,2023-10-17 20:45:11.000,1,1241,4800,0,0,0,0,0,0,0,0,,2023-11-01 20:45:11.000,5,NULL,1,1,0,0,0,0,4800,0,0,0,0,0
17106,155,2023-10-29 12:04:47.000,3,8030,102020,0,0,0,0,0,0,0,0,,2023-11-13 12:04:47.000,8,NULL,1,1,0,0,0,0,102020,0,0,0,0,0
17107,156,2023-11-01 13:27:08.000,3,140,8570,0,0,0,0,0,0,0,0,,2023-11-16 13:27:08.000,8,NULL,1,1,0,0,0,0,8570,0,0,0,0,0
17109,158,2023-11-01 21:00:49.000,3,16469,42040,0,0,0,0,0,0,0,0,,2023-11-16 21:00:49.000,8,NULL,1,1,0,0,0,0,42040,0,0,0,0,0
17110,159,2023-11-01 14:13:38.000,3,5417,51036,0,0,0,0,0,0,0,0,,2023-11-16 14:13:38.000,8,NULL,1,1,0,0,0,0,51036,0,0,0,0,0
17111,160,2023-11-01 13:34:08.000,3,36437,5755,0,0,0,0,0,0,0,0,,2023-11-16 13:34:08.000,8,NULL,1,1,0,0,0,0,5755,0,0,0,0,0
17112,161,2023-11-01 13:35:16.000,3,153,19300,0,0,0,0,0,0,0,0,,2023-11-16 13:35:16.000,8,NULL,1,1,0,0,0,0,19300,0,0,0,0,0
17113,162,2023-11-01 13:36:27.000,3,8103,7070,0,0,0,0,0,0,0,0,,2023-11-16 13:36:27.000,8,NULL,1,1,0,0,0,0,7070,0,0,0,0,0
17114,163,2023-11-01 13:37:28.000,3,8087,1430,0,0,0,0,0,0,0,0,,2023-11-16 13:37:28.000,8,NULL,1,1,0,0,0,0,1430,0,0,0,0,0
17115,164,2023-11-01 13:38:22.000,3,50068,1620,0,0,0,0,0,0,0,0,,2023-11-16 13:38:22.000,8,NULL,1,1,0,0,0,0,1620,0,0,0,0,0
17116,165,2023-11-01 15:08:00.000,3,2877,24414,0,0,0,0,0,0,0,0,,2023-11-16 15:08:00.000,8,NULL,1,1,0,0,0,0,24414,0,0,0,0,0
17118,167,2023-11-01 18:47:04.000,3,20027,109788,0,0,0,0,0,0,0,0,,2023-11-16 18:47:04.000,8,NULL,1,1,0,0,0,0,109788,0,0,0,0,0
17119,168,2023-11-01 15:41:50.000,3,18621,14155,0,0,0,0,0,0,0,0,,2023-11-16 15:41:50.000,8,NULL,1,1,0,0,0,0,14155,0,0,0,0,0
17120,169,2023-11-01 13:47:57.000,3,42571,8635,0,0,0,0,0,0,0,0,,2023-11-16 13:47:57.000,8,NULL,1,1,0,0,0,0,8635,0,0,0,0,0
17121,170,2023-11-01 13:48:56.000,3,24096,1725,0,0,0,0,0,0,0,0,,2023-11-16 13:48:56.000,8,NULL,1,1,0,0,0,0,1725,0,0,0,0,0
17122,171,2023-11-01 13:50:39.000,3,9779,5220,0,0,0,0,0,0,0,0,,2023-11-16 13:50:39.000,8,NULL,1,1,0,0,0,0,5220,0,0,0,0,0
17123,172,2023-11-01 16:00:30.000,3,8020,14220,0,0,0,0,0,0,0,0,,2023-11-16 16:00:30.000,8,NULL,1,1,0,0,0,0,14220,0,0,0,0,0
17124,420,2023-11-02 21:41:52.000,1,5348,91242,0,0,0,0,0,0,0,0,,2023-11-17 21:41:53.000,5,NULL,1,1,0,0,0,0,91242,0,0,0,0,0
17125,421,2023-11-02 23:41:02.000,1,2856,26110,0,0,0,0,0,0,0,0,,2023-11-17 23:41:02.000,5,NULL,1,1,0,0,0,0,26110,0,0,0,0,0
17126,422,2023-11-02 11:21:27.000,1,7779,14200,0,0,0,0,0,0,0,0,,2023-11-18 11:21:28.000,5,NULL,1,1,0,0,0,0,14200,0,0,0,0,0
17127,423,2023-11-02 11:58:07.000,1,30974,9985,0,0,0,0,0,0,0,0,,2023-11-18 11:58:07.000,5,NULL,1,1,0,0,0,0,9985,0,0,0,0,0
17128,424,2023-11-02 21:28:41.000,1,48983,9570,0,0,0,0,0,0,0,0,,2023-11-18 21:28:41.000,5,NULL,1,1,0,0,0,0,9570,0,0,0,0,0
17129,425,2023-11-02 21:29:22.000,1,17852,1400,0,0,0,0,0,0,0,0,,2023-11-18 21:29:22.000,5,NULL,1,1,0,0,0,0,1400,0,0,0,0,0
17130,426,2023-11-03 21:30:07.000,1,49033,2690,0,0,0,0,0,0,0,0,,2023-11-18 21:30:07.000,5,NULL,1,1,0,0,0,0,2690,0,0,0,0,0
17131,427,2023-11-03 21:31:53.000,1,2603,36670,0,0,0,0,0,0,0,0,,2023-11-18 21:31:53.000,5,NULL,1,1,0,0,0,0,36670,0,0,0,0,0
17132,428,2023-11-03 21:34:25.000,1,1387,62100,0,0,0,0,0,0,0,0,,2023-11-18 21:34:25.000,5,NULL,1,1,0,0,0,0,62100,0,0,0,0,0
17133,429,2023-11-03 21:37:43.000,1,1388,52580,0,0,0,0,0,0,0,0,,2023-11-18 21:37:43.000,5,NULL,1,1,0,0,0,0,52580,0,0,0,0,0
17134,430,2023-11-03 21:39:56.000,1,105,3670,0,0,0,0,0,0,0,0,,2023-11-18 21:39:56.000,5,NULL,1,1,0,0,0,0,3670,0,0,0,0,0
17135,431,2023-11-03 21:53:26.000,1,6750,22902,0,0,0,0,0,0,0,0,,2023-11-18 21:53:26.000,5,NULL,1,1,0,0,0,0,22902,0,0,0,0,0
17136,432,2023-11-03 22:06:07.000,1,1230,21380,0,0,0,0,0,0,0,0,,2023-11-18 22:06:07.000,5,NULL,1,1,0,0,0,0,21380,0,0,0,0,0
17137,433,2023-11-03 22:10:05.000,1,36600,17430,0,0,0,0,0,0,0,0,,2023-11-18 22:10:05.000,5,NULL,1,1,0,0,0,0,17430,0,0,0,0,0
17138,434,2023-11-03 13:34:48.000,1,36626,16240,0,0,0,0,0,0,0,0,,2023-11-18 13:34:48.000,7,NULL,1,1,0,0,0,0,16240,0,0,0,0,0
17139,435,2023-11-03 22:13:21.000,1,5623,3800,0,0,0,0,0,0,0,0,,2023-11-18 22:13:21.000,5,NULL,1,1,0,0,0,0,3800,0,0,0,0,0
17140,436,2023-11-03 22:14:07.000,1,16392,6390,0,0,0,0,0,0,0,0,,2023-11-18 22:14:07.000,5,NULL,1,1,0,0,0,0,6390,0,0,0,0,0
17141,437,2023-11-03 22:14:52.000,1,37363,10370,0,0,0,0,0,0,0,0,,2023-11-18 22:14:52.000,5,NULL,1,1,0,0,0,0,10370,0,0,0,0,0
17142,438,2023-11-03 22:15:37.000,1,11445,2040,0,0,0,0,0,0,0,0,,2023-11-18 22:15:37.000,5,NULL,1,1,0,0,0,0,2040,0,0,0,0,0
17143,439,2023-11-03 22:16:14.000,1,14932,15620,0,0,0,0,0,0,0,0,,2023-11-18 22:16:14.000,5,NULL,1,1,0,0,0,0,15620,0,0,0,0,0
17144,440,2023-11-03 22:17:24.000,1,2809,14490,0,0,0,0,0,0,0,0,,2023-11-18 22:17:24.000,5,NULL,1,1,0,0,0,0,14490,0,0,0,0,0
17145,441,2023-11-03 22:18:19.000,1,13190,15090,0,0,0,0,0,0,0,0,,2023-11-18 22:18:19.000,5,NULL,1,1,0,0,0,0,15090,0,0,0,0,0
17146,442,2023-11-03 22:19:27.000,1,7830,18900,0,0,0,0,0,0,0,0,,2023-11-18 22:19:27.000,5,NULL,1,1,0,0,0,0,18900,0,0,0,0,0
17147,443,2023-11-03 22:20:27.000,1,8159,2390,0,0,0,0,0,0,0,0,,2023-11-18 22:20:27.000,5,NULL,1,1,0,0,0,0,2390,0,0,0,0,0
17148,444,2023-11-03 22:20:57.000,1,1321,1435,0,0,0,0,0,0,0,0,,2023-11-18 22:20:57.000,5,NULL,1,1,0,0,0,0,1435,0,0,0,0,0
17149,445,2023-11-03 13:18:01.000,1,130,9300,0,0,0,0,0,0,0,0,,2023-11-18 13:18:01.000,5,NULL,1,1,0,0,0,0,9300,0,0,0,0,0
17150,446,2023-11-03 22:24:41.000,1,7856,10835,0,0,0,0,0,0,0,0,,2023-11-18 22:24:41.000,5,NULL,1,1,0,0,0,0,10835,0,0,0,0,0
17151,447,2023-11-03 22:25:40.000,1,6724,38323,0,0,0,0,0,0,0,0,,2023-11-18 22:25:40.000,5,NULL,1,1,0,0,0,0,38323,0,0,0,0,0
17152,448,2023-11-03 22:26:53.000,1,14901,3380,0,0,0,0,0,0,0,0,,2023-11-18 22:26:53.000,5,NULL,1,1,0,0,0,0,3380,0,0,0,0,0
17153,449,2023-11-03 22:28:01.000,1,5346,25597,0,0,0,0,0,0,0,0,,2023-11-18 22:28:01.000,5,NULL,1,1,0,0,0,0,25597,0,0,0,0,0
17154,450,2023-11-03 16:32:57.000,1,1289,51361,0,0,0,0,0,0,0,0,,2023-11-18 16:32:57.000,5,NULL,1,1,0,0,0,0,51361,0,0,0,0,0
17155,451,2023-11-03 22:31:42.000,1,1284,15395,0,0,0,0,0,0,0,0,,2023-11-18 22:31:42.000,5,NULL,1,1,0,0,0,0,15395,0,0,0,0,0
17156,452,2023-11-03 22:36:47.000,1,1173,4755,0,0,0,0,0,0,0,0,,2023-11-18 22:36:47.000,5,NULL,1,1,0,0,0,0,4755,0,0,0,0,0
17157,453,2023-11-03 22:39:12.000,1,8019,29697,0,0,0,0,0,0,0,0,,2023-11-18 22:39:12.000,5,NULL,1,1,0,0,0,0,29697,0,0,0,0,0
17158,454,2023-11-03 22:57:29.000,1,2808,650,0,0,0,0,0,0,0,0,,2023-11-18 22:57:29.000,5,NULL,1,1,0,0,0,0,650,0,0,0,0,0
17159,455,2023-11-03 13:21:42.000,1,29938,1070,0,0,0,0,0,0,0,0,,2023-11-19 13:21:42.000,5,NULL,1,1,0,0,0,0,1070,0,0,0,0,0
17160,456,2023-11-03 13:23:00.000,1,5523,1665,0,0,0,0,0,0,0,0,,2023-11-19 13:23:00.000,5,NULL,1,1,0,0,0,0,1665,0,0,0,0,0
17161,457,2023-11-03 13:25:47.000,1,150,5310,0,0,0,0,0,0,0,0,,2023-11-19 13:25:47.000,5,NULL,1,1,0,0,0,0,5310,0,0,0,0,0
17162,458,2023-11-03 13:27:32.000,1,2688,1025,0,0,0,0,0,0,0,0,,2023-11-19 13:27:32.000,5,NULL,1,1,0,0,0,0,1025,0,0,0,0,0
17163,459,2023-11-03 13:29:18.000,1,45050,770,0,0,0,0,0,0,0,0,,2023-11-19 13:29:18.000,5,NULL,1,1,0,0,0,0,770,0,0,0,0,0
17164,460,2023-11-03 13:31:00.000,1,47741,987,0,0,0,0,0,0,0,0,,2023-11-19 13:31:00.000,5,NULL,1,1,0,0,0,0,987,0,0,0,0,0
17165,461,2023-11-03 13:31:38.000,1,48064,1460,0,0,0,0,0,0,0,0,,2023-11-19 13:31:38.000,5,NULL,1,1,0,0,0,0,1460,0,0,0,0,0
17166,462,2023-11-03 13:32:14.000,1,2962,2740,0,0,0,0,0,0,0,0,,2023-11-19 13:32:14.000,5,NULL,1,1,0,0,0,0,2740,0,0,0,0,0
17167,463,2023-11-03 13:33:12.000,1,2957,9680,0,0,0,0,0,0,0,0,,2023-11-19 13:33:12.000,5,NULL,1,1,0,0,0,0,9680,0,0,0,0,0
17168,464,2023-11-03 13:33:56.000,1,147,2590,0,0,0,0,0,0,0,0,,2023-11-19 13:33:56.000,5,NULL,1,1,0,0,0,0,2590,0,0,0,0,0
17169,465,2023-11-03 13:34:46.000,1,5640,640,0,0,0,0,0,0,0,0,,2023-11-19 13:34:46.000,5,NULL,1,1,0,0,0,0,640,0,0,0,0,0
17170,466,2023-11-03 13:36:33.000,1,8867,1652,0,0,0,0,0,0,0,0,,2023-11-19 13:36:33.000,5,NULL,1,1,0,0,0,0,1652,0,0,0,0,0
17171,467,2023-11-03 13:38:51.000,1,1245,39107,0,0,0,0,0,0,0,0,,2023-11-19 13:38:51.000,5,NULL,1,1,0,0,0,0,39107,0,0,0,0,0
17172,468,2023-11-03 13:46:02.000,1,23862,25035,0,0,0,0,0,0,0,0,,2023-11-19 13:46:03.000,5,NULL,1,1,0,0,0,0,25035,0,0,0,0,0
17173,469,2023-11-03 13:47:04.000,1,1183,4795,0,0,0,0,0,0,0,0,,2023-11-19 13:47:04.000,5,NULL,1,1,0,0,0,0,4795,0,0,0,0,0
17174,470,2023-11-03 13:48:48.000,1,2820,2232,0,0,0,0,0,0,0,0,,2023-11-19 13:48:48.000,5,NULL,1,1,0,0,0,0,2232,0,0,0,0,0
17175,471,2023-11-03 13:51:45.000,1,115,8440,0,0,0,0,0,0,0,0,,2023-11-19 13:51:45.000,5,NULL,1,1,0,0,0,0,8440,0,0,0,0,0
17176,472,2023-11-03 13:53:00.000,1,41885,1580,0,0,0,0,0,0,0,0,,2023-11-19 13:53:00.000,5,NULL,1,1,0,0,0,0,1580,0,0,0,0,0
17177,473,2023-11-03 13:57:09.000,1,34124,1290,0,0,0,0,0,0,0,0,,2023-11-19 13:57:09.000,5,NULL,1,1,0,0,0,0,1290,0,0,0,0,0
17178,474,2023-11-03 13:58:11.000,1,6730,5280,0,0,0,0,0,0,0,0,,2023-11-19 13:58:12.000,5,NULL,1,1,0,0,0,0,5280,0,0,0,0,0
17179,475,2023-11-03 14:00:16.000,1,50476,8920,0,0,0,0,0,0,0,0,,2023-11-19 14:00:16.000,5,NULL,1,1,0,0,0,0,8920,0,0,0,0,0
17180,476,2023-11-03 14:01:00.000,1,49795,32,0,0,0,0,0,0,0,0,,2023-11-19 14:01:00.000,5,NULL,1,1,0,0,0,0,32,0,0,0,0,0
17181,477,2023-11-03 14:02:17.000,1,1394,32835,0,0,0,0,0,0,0,0,,2023-11-19 14:02:17.000,5,NULL,1,1,0,0,0,0,32835,0,0,0,0,0
17182,478,2023-11-03 15:51:06.000,1,1187,29377,0,0,0,0,0,0,0,0,,2023-11-19 15:51:06.000,7,NULL,1,1,0,0,0,0,29377,0,0,0,0,0
17183,479,2023-11-03 14:10:21.000,1,42637,17700,0,0,0,0,0,0,0,0,,2023-11-19 14:10:21.000,5,NULL,1,1,0,0,0,0,17700,0,0,0,0,0
17184,480,2023-11-03 14:11:17.000,1,1279,14275,0,0,0,0,0,0,0,0,,2023-11-19 14:11:17.000,5,NULL,1,1,0,0,0,0,14275,0,0,0,0,0
17185,481,2023-11-03 14:12:58.000,1,5245,21378,0,0,0,0,0,0,0,0,,2023-11-19 14:12:58.000,5,NULL,1,1,0,0,0,0,21378,0,0,0,0,0
17186,482,2023-11-03 14:14:50.000,1,113,83830,0,0,0,0,0,0,0,0,,2023-11-19 14:14:50.000,5,NULL,1,1,0,0,0,0,83830,0,0,0,0,0
17187,483,2023-11-03 14:25:44.000,1,15186,35220,0,0,0,0,0,0,0,0,,2023-11-19 14:25:44.000,5,NULL,1,1,0,0,0,0,35220,0,0,0,0,0
17188,484,2023-11-03 14:36:15.000,1,1241,165911,0,0,0,0,0,0,0,0,,2023-11-19 14:36:15.000,5,NULL,1,1,0,0,0,0,165911,0,0,0,0,0
17189,485,2023-11-03 14:45:23.000,1,1218,18530,0,0,0,0,0,0,0,0,,2023-11-19 14:45:23.000,5,NULL,1,1,0,0,0,0,18530,0,0,0,0,0
17190,173,2023-11-04 16:37:52.000,3,5258,18097,0,0,0,0,0,0,0,0,,2023-11-19 16:37:52.000,8,NULL,1,1,0,0,0,0,18097,0,0,0,0,0
17191,486,2023-11-03 15:55:08.000,1,111,149710,0,0,0,0,0,0,0,0,,2023-11-20 15:55:08.000,2,NULL,1,1,0,0,0,0,149710,0,0,0,0,0
17192,487,2023-11-03 11:21:23.000,1,1309,77589,0,0,0,0,0,0,0,0,,2023-11-20 11:21:23.000,6,NULL,1,1,0,0,0,0,77589,0,0,0,0,0
17193,174,2023-11-08 20:03:35.000,3,42224,54670,0,0,0,0,0,0,0,0,,2023-11-23 20:03:35.000,8,NULL,1,1,0,0,0,0,54670,0,0,0,0,0
17194,488,2023-11-08 15:07:55.000,1,2699,4200,0,0,0,0,0,0,0,0,,2023-11-23 15:07:55.000,2,NULL,1,1,0,0,0,0,4200,0,0,0,0,0
17196,175,2023-12-01 15:04:59.000,3,20027,67053,0,0,0,0,0,0,0,0,,2023-12-16 15:04:59.000,8,NULL,1,1,0,0,0,0,67053,0,0,0,0,0
17197,176,2023-12-01 15:12:54.000,3,5417,44977,0,0,0,0,0,0,0,0,,2023-12-16 15:12:54.000,8,NULL,1,1,0,0,0,0,44977,0,0,0,0,0
17198,177,2023-12-01 15:15:57.000,3,5258,13250,0,0,0,0,0,0,0,0,,2023-12-16 15:15:57.000,8,NULL,1,1,0,0,0,0,13250,0,0,0,0,0
17199,178,2023-12-01 15:17:54.000,3,2877,22137,0,0,0,0,0,0,0,0,,2023-12-16 15:17:54.000,8,NULL,1,1,0,0,0,0,22137,0,0,0,0,0
17200,179,2023-12-01 14:22:11.000,3,50068,1505,0,0,0,0,0,0,0,0,,2023-12-16 14:22:11.000,8,NULL,1,1,0,0,0,0,1505,0,0,0,0,0
17201,180,2023-12-01 15:20:39.000,3,8087,890,0,0,0,0,0,0,0,0,,2023-12-16 15:20:39.000,8,NULL,1,1,0,0,0,0,890,0,0,0,0,0
17205,181,2023-12-01 15:25:49.000,3,8103,1740,0,0,0,0,0,0,0,0,,2023-12-16 15:25:49.000,8,NULL,1,1,0,0,0,0,1740,0,0,0,0,0
17206,182,2023-12-01 15:28:10.000,3,18621,10855,0,0,0,0,0,0,0,0,,2023-12-16 15:28:10.000,8,NULL,1,1,0,0,0,0,10855,0,0,0,0,0
17207,183,2023-12-01 15:29:40.000,3,8020,11120,0,0,0,0,0,0,0,0,,2023-12-16 15:29:40.000,8,NULL,1,1,0,0,0,0,11120,0,0,0,0,0
17208,184,2023-12-01 15:30:51.000,3,42571,7175,0,0,0,0,0,0,0,0,,2023-12-16 15:30:51.000,8,NULL,1,1,0,0,0,0,7175,0,0,0,0,0
17209,185,2023-12-01 15:32:21.000,3,36437,8585,0,0,0,0,0,0,0,0,,2023-12-16 15:32:21.000,8,NULL,1,1,0,0,0,0,8585,0,0,0,0,0
17210,186,2023-12-01 15:33:26.000,3,16469,24485,0,0,0,0,0,0,0,0,,2023-12-16 15:33:26.000,8,NULL,1,1,0,0,0,0,24485,0,0,0,0,0
17211,187,2023-12-01 16:02:17.000,3,8030,91351,0,0,0,0,0,0,0,0,,2023-12-16 16:02:17.000,8,NULL,1,1,0,0,0,0,91351,0,0,0,0,0
17212,188,2023-12-02 13:25:10.000,3,153,13090,0,0,0,0,0,0,0,0,,2023-12-17 13:25:10.000,8,NULL,1,1,0,0,0,0,13090,0,0,0,0,0
17213,189,2023-12-02 13:33:06.000,3,42224,50023,0,0,0,0,0,0,0,0,,2023-12-17 13:33:06.000,8,NULL,1,1,0,0,0,0,50023,0,0,0,0,0
